Fall 2010,xyz,Principles of Microeconomics,0,4,Shaun,O'Brien,11375,ECON1116,48,47,

Fall 2011,xyz,Principles of Macroeconomics,0,4,Peter,Simon,11377,ECON1115,200,196,
Fall 2010,xyz,Principles of Microeconomics,0,4,Shaun,O'Brien,11378,ECON1116,48,42,
Fall 2010,xyz,Principles of Macroeconomics,0,4,Tess,Forsell,11379,ECON1115,48,48,
Fall 2010,xyz,Principles of Macroeconomics,0,4,Sean,Isakower,11380,ECON1115,48,48,
Fall 2009,xyz,Computer Architecture for Computer Scientists,0,4,Benjamin,Cordes,11382,EECE3230,40,21,
Fall 2010,xyz,Principles of Macroeconomics,0,4,Arhan,Ertan,11382,ECON1115,48,48,
Fall 2009,xyz,Digital Logic Design,0,4,Amir,Farhat,11383,EECE2322,30,28,
Fall 2010,xyz,Principles of Macroecon (HON),0,4,Peter,Simon,11383,ECON1115,48,39,
Fall 2012,xyz,International Financial Management,0,4,Gopala,Vasudevan,11383,FINA4320,40,40,

Fall 2011,xyz,Beethoven,0,4,Brian,Robison,11385,MUSC1116,40,40,
Fall 2012,xyz,International Marketing,0,4,Samuel,Rabino,11385,MKTG4512,40,38,

Fall 2010,xyz,Lab for BIOL 1101,0,1,H,Detrich,11388,BIOL1102,19,19,
Fall 2009,xyz,Opportunity Assessment and Entrepreneurship Marketing,0,4,Frederick,Crane,11391,ENTR3301,40,40,
Fall 2010,xyz,Lab for BIOL 1101,0,1,H,Detrich,11392,BIOL1102,19,19,
Fall 2012,xyz,Data Communications,0,4,Rajiv,Shridhar,11395,MISM3404,19,18,
Fall 2010,xyz,Principles of Biology 1,0,4,H,Detrich,11396,BIOL1101,210,181,

Fall 2009,xyz,College Writing,0,4,Kara,Brown,11398,ENGL1111,19,19,
Fall 2011,xyz,Business Statistics,0,4,Mohamed,Habibullah,11403,MGSC1201,40,41,
Fall 2009,xyz,College Writing,0,4,Sandra,Clyne,11405,ENGL1111,19,19,
Fall 2010,xyz,Peoples and Cultures,0,4,Mary,King,11406,ANTH1101,125,126,
Fall 2011,xyz,Interpreting the Day’s News,0,4,William,Kirtz,11406,JRNL1150,49,49,
Fall 2011,xyz,Calculus 1for Sci/Engr (Hon),0,4,Dennis,Ledis,11407,MATH1341,19,11,
Fall 2009,xyz,College Writing,0,4,Jessica,Nelson,11408,ENGL1111,19,19,
Fall 2011,xyz,Foundations of Psych (HON),0,4,Craig,Gruber,11408,PSYC1101,40,40,
Fall 2012,xyz,Introduction to Japanese Pop Culture,0,4,Jennifer,Cullen,11408,CLTR1700,35,35,
Fall 2009,xyz,College Writing,0,4,Jennifer,Bankard,11412,ENGL1111,19,18,
Fall 2011,xyz,Engineering Design (HON),0,4,Richard,Whalen,11412,GE1110,29,30,
Fall 2009,xyz,College Writing,0,4,Erica,Zilleruelo,11413,ENGL1111,19,19,



Fall 2009,xyz,College Writing,0,4,Shannon,Garner-Balandrin,11416,ENGL1111,19,18,


Fall 2012,xyz,Calculus 1 for Science and Engineering,0,4,Robert,Case,11417,MATH1341,40,40,

Fall 2012,xyz,Architecture and Global Cultures| Prehistory to 1400,0,4,Anne-Sophie,Divenyi,11419,ARCH1310,36,35,
Fall 2010,xyz,Social Psychology,0,4,Alisha,Pollastri,11420,PSYC3402,75,76,
Fall 2010,xyz,Social Psychology,0,4,Karen,Spikes,11421,PSYC3402,75,76,
Fall 2012,xyz,Principles of Microeconomics,0,4,Peter,Simon,11422,ECON1116,48,47,
Fall 2009,xyz,College Writing,0,4,Patricia,Sullivan,11423,ENGL1111,19,19,
Fall 2011,xyz,College Writing,0,4,Amanda,Runyan,11423,ENGL1111,19,13,
Fall 2010,xyz,Statistics in Psychological Research,0,4,Daniel,Quinn,11424,PSYC2320,60,61,
Fall 2012,xyz,Lab for PHYS 1151,0,1,Michael,Percuoco,11424,PHYS1152,11,11,
Fall 2010,xyz,Foundations of Psychology,0,4,Dawn,Cisewski,11425,PSYC1101,190,190,
Fall 2011,xyz,Calculus 3 for Sci/Engr (Hon),0,4,Terence,Gaffney,11425,MATH2321,19,23,
Fall 2009,xyz,Art of the Theatre,0,4,Jonathan,Carr,11426,THTR1101,36,33,
Fall 2010,xyz,Foundations of Psychology,0,4,Craig,Gruber,11426,PSYC1101,190,183,
Fall 2010,xyz,Foundations of Psychology,0,4,Nancy,Snyder,11427,PSYC1101,100,77,
Fall 2012,xyz,Introduction to Italian Culture,0,4,Luigia,Maiellaro,11427,CLTR1503,35,35,
Fall 2010,xyz,Foundations of Psychology,0,4,Franklin,Naarendorp,11428,PSYC1101,190,166,
Fall 2011,xyz,Art + Design History since 1400,0,4,Milda,Richardson,11429,ARTH1111,28,25,
Fall 2011,xyz,Interactive Foundation,0,4,Ryan,Shelley,11430,ARTF2223,18,11,
Fall 2011,xyz,Animation Studio 3,0,4,Janeann,Dill,11431,ARTD4575,15,7,
Fall 2009,xyz,History of World Architecture 1,0,4,Roy,Kozlovsky,11437,ARCH1310,57,55,
Fall 2012,xyz,Understanding the Bible,0,4,Susan,Setta,11438,RELS1150,40,35,
Fall 2011,xyz,General Biology 2,0,4,Aaron,Roth,11440,BIOL1113,133,124,
Fall 2010,xyz,Introduction to Philosophy,0,4,Kerry,Dugan,11441,PHIL1101,40,40,
Fall 2011,xyz,Lab for BIOL 1113,0,1,Aaron,Roth,11441,BIOL1114,19,17,
Fall 2012,xyz,Lab for PHYS 1151,0,1,Lili,Wang,11441,PHYS1152,11,11,
Fall 2009,xyz,Photo Basics,0,4,Elisabeth,Neville,11443,ARTD2360,15,11,
Fall 2011,xyz,Composition for Electronic Instruments,0,4,Michael,Frengel,11443,MUST4610,14,10,
Fall 2009,xyz,Photo Basics,0,4,Andrea,Raynor,11444,ARTD2360,15,15,
Fall 2011,xyz,Lab for CHEM 2311,0,1,John,Bottomy,11446,CHEM2312,18,18,
Fall 2012,xyz,College Writing,0,4,Charles,Lesh,11446,ENGL1111,19,10,
Fall 2011,xyz,Organic Chemistry 1,0,4,Oyindasola,Oyelaran,11448,CHEM2311,196,164,
Fall 2011,xyz,General Chemistry 2,0,4,Christopher,Toher,11455,CHEM1214,87,90,
Fall 2012,xyz,College Writing,0,4,Masoud,Ghorbaninejad,11457,ENGL1111,19,17,
Fall 2011,xyz,Lab for CHEM 1214,0,1,Edward,Witten,11458,CHEM1215,16,16,
Fall 2011,xyz,Recitation for CHEM 1214,0,0,Christopher,Toher,11460,CHEM1216,35,40,

Fall 2012,xyz,Drawing 1 Foundation,0,4,Jason,Polins,11463,ARTF1120,18,18,

Fall 2012,xyz,Recitation for POLS 1160,0,0,Suzanne,Ogden,11471,POLS1161,15,14,
Fall 2009,xyz,2D Foundation,0,4,John,Kane,11477,ARTF1122,18,19,
Fall 2009,xyz,2D Foundation,0,4,Andrea,Raynor,11478,ARTF1122,18,19,
Fall 2009,xyz,Introduction to Criminal Justice,0,4,Natasha,Frost,11479,CRIM1100,49,47,
Fall 2010,xyz,Managerial Accounting,0,4,Christina,Williams,11481,ACCT2301,40,37,
Fall 2010,xyz,Managerial Accounting,0,4,Udi,Hoitash,11482,ACCT2301,40,41,
Fall 2010,xyz,Managerial Accounting,0,4,Marjorie,Platt,11483,ACCT2301,40,40,
Fall 2011,xyz,Ordinary Differential Equations,0,4,Oana,Veliche,11488,MATH2351,35,35,
Fall 2009,xyz,Media| Culture| and Society,0,4,Carmen,McClish,11492,COMM1220,35,35,
Fall 2010,xyz,Intermediate Chinese 2,0,4,Jinqing,Li,11522,CHNS2102,18,8,
Fall 2010,xyz,Beethoven,0,4,Mark,Kroll,11523,MUSC1116,40,40,
Fall 2011,xyz,International Financial Management,0,4,Anand,Venkateswaran,11527,FINA4320,40,41,
Fall 2009,xyz,Engineering Mechanics and Design,0,4,Boris,Gommerstadt,11529,ME2350,60,39,
Fall 2011,xyz,Sales Management,0,4,Frederick,Wright,11530,MKTG3420,36,34,
Fall 2011,xyz,Retailing,0,4,Susan,Sieloff,11533,MKTG3310,40,40,
Fall 2011,xyz,3D Foundation,0,4,Matthew,Rich,11539,ARTF1124,18,17,
Fall 2010,xyz,Criminal Due Process,0,4,Krista,Larsen,11542,CRIM2100,35,35,
Fall 2011,xyz,Digital Audio Processing,0,4,Christopher,Anderson,11542,MUST3421,14,7,
Fall 2010,xyz,Organizational Behavior,0,4,Richard,Dejordy,11544,ORGB3201,40,26,
Fall 2011,xyz,Data Communications,0,4,Rajiv,Shridhar,11544,MISM3404,19,17,

Fall 2010,xyz,Financial Accounting and Reporting,0,4,Paul,Janell,11551,ACCT1201,40,41,
Fall 2009,xyz,Operations Management,0,2,Robert,Millen,11554,MGSC3401,40,42,
Fall 2010,xyz,Organizational Behavior,0,4,Richard,Dejordy,11555,ORGB3201,40,40,
Fall 2011,xyz,Nutrition,0,4,Sabrina,Feldeisen,11555,HSCI1105,49,48,
Fall 2011,xyz,Calculus 3 for Science and Engineering,0,4,Alina,Marian,11556,MATH2321,49,47,
Fall 2011,xyz,Introductory Writing—SOL (Speakers of Other Languages),0,4,Brent,Griffin,11558,ENGL1101,15,13,
Fall 2011,xyz,Introduction to Japanese Pop Culture,0,4,Jennifer,Cullen,11559,CLTR1700,35,34,
Fall 2009,xyz,Business Statistics,0,4,Samer,Balbaky,11560,MGSC1201,52,51,
Fall 2010,xyz,College Writing (HON),0,4,Carol,Ziemian,11561,ENGL1111,19,15,
Fall 2011,xyz,Game Theory,0,4,Undine,Leopold,11561,MATH1225,30,23,
Fall 2009,xyz,Business Statistics,0,4,Grigorios,Livanis,11562,MGSC1201,40,40,
Fall 2009,xyz,Business Statistics,0,4,Mohamed,Habibullah,11563,MGSC1201,40,39,
Fall 2009,xyz,Business Statistics,0,4,Pieter,VanderWerf,11565,MGSC1201,40,40,
Fall 2010,xyz,College Writing,0,4,Christopher,Myers,11565,ENGL1111,19,9,
Fall 2011,xyz,Calculus 1 for Science and Engineering,0,4,Robert,Case,11568,MATH1341,35,36,
Fall 2010,xyz,Lab for BIOL 1101 (Hon),0,1,H,Detrich,11569,BIOL1102,19,14,
Fall 2011,xyz,History of World Architecture 1,0,4,Deborah,Buelow,11570,ARCH1310,36,36,
Fall 2010,xyz,Interactive Foundation,0,4,Matthew,Rich,11572,ARTF2223,18,16,
Fall 2011,xyz,Principles of Microeconomics,0,4,Ahmad,Saranjam,11573,ECON1116,48,48,
Fall 2011,xyz,Lab for PHYS 1161,0,1,Wanzhe,Feng,11574,PHYS1162,10,9,
Fall 2011,xyz,Lab for PHYS 1151,0,1,Bryan,Kaufman,11575,PHYS1152,10,10,
Fall 2009,xyz,Introduction to Marketing,0,4,William,Kenda,11580,MKTG2201,40,37,
Fall 2010,xyz,Figure Drawing,0,4,Mira,Cantor,11581,ARTS2341,18,9,
Fall 2009,xyz,Introduction to Marketing,0,4,Scott,Swain,11583,MKTG2201,40,42,
Fall 2010,xyz,General Biology 2,0,4,Aaron,Roth,11585,BIOL1113,114,113,
Fall 2009,xyz,Introduction to Marketing,0,4,Richard,Hanna,11588,MKTG2201,40,41,
Fall 2011,xyz,Understanding the Bible,0,4,Nicole,Ruane,11589,RELS1150,19,14,
Fall 2011,xyz,Lab for PHYS 1151,0,1,Michael,Percuoco,11592,PHYS1152,10,10,
Fall 2010,xyz,Organic Chemistry 1,0,4,Pamela,Stenberg,11593,CHEM2311,196,153,
Fall 2011,xyz,College Writing,0,4,Sarah,Hastings,11595,ENGL1111,19,11,
Fall 2011,xyz,College Writing,0,4,Charles,Lesh,11599,ENGL1111,19,9,
Fall 2010,xyz,General Chemistry 2,0,4,Christopher,Toher,11601,CHEM1214,87,83,
Fall 2011,xyz,4D Foundation,0,4,Julia,Hechtman,11605,ARTF2220,18,18,
Fall 2010,xyz,Lab for CHEM 1214,0,1,Edward,Witten,11608,CHEM1215,16,15,
Fall 2010,xyz,Lab for CHEM 1214,0,1,Edward,Witten,11609,CHEM1215,19,22,
Fall 2010,xyz,Recitation for CHEM 1214,0,0,Christopher,Toher,11610,CHEM1216,35,35,
Fall 2010,xyz,Recitation for CHEM 1214,0,0,Christopher,Toher,11611,CHEM1216,30,16,
Fall 2010,xyz,General Chemistry for Engineers,0,4,Christopher,Toher,11612,CHEM1151,100,95,
Fall 2009,xyz,Exploring the Humanities through Film,0,4,Gerald,Herman,11616,CINE1200,113,106,
Fall 2010,xyz,Recitation for CHEM 1211,0,0,Geoffrey,Davies,11624,CHEM1213,30,22,
Fall 2009,xyz,Calculus 1,0,4,Shih-Wei,Yang,11630,MATH1241,35,37,
Fall 2009,xyz,Computers and Society,0,4,Judith,Perrolle,11640,SOCL4528,60,46,
Fall 2010,xyz,Ordinary Differential Equations,0,4,Rajaa,Talli,11642,MATH2351,35,30,

Fall 2010,xyz,Introduction to Law| Policy| and Society,0,4,Edward,Kammerer,11654,LPSC2301,48,34,
Fall 2009,xyz,Multicultural Children’s Literature,0,4,Tobie,Atlas,11665,EDUC1150,25,25,
Fall 2009,xyz,History of Electronic Music,0,4,Michael,Frengel,11671,MUST2315,19,12,
Fall 2009,xyz,Calculus 1 for Science and Engineering,0,4,Solomon,Jekel,11674,MATH1341,35,36,
Fall 2009,xyz,Principles of Music Literature,0,4,Hubert,Ho,11676,MUSC2308,19,18,
Fall 2009,xyz,Music Theory 3,0,4,Douglas,Durant,11677,MUSC2303,19,13,
Fall 2010,xyz,Lab for BIOL 1111,0,1,Mary-Susan,Potts-Santone,11677,BIOL1112,19,25,
Fall 2009,xyz,Calculus 1 for Science and Engineering,0,4,Aidong,Ding,11678,MATH1341,32,24,
Fall 2009,xyz,Calculus 1 for Science and Engineering,0,4,Robert,Case,11679,MATH1341,35,35,
Fall 2009,xyz,Music Industry 1,0,4,Ava,Lawrence,11681,MUSI1230,40,30,
Fall 2010,xyz,Lab for BIOL 1111,0,1,Mary-Susan,Potts-Santone,11686,BIOL1112,19,19,
Fall 2009,xyz,Financial Management,0,4,Jack,Mazur,11692,FINA2201,40,41,
Fall 2009,xyz,Financial Management,0,4,Pegaret,Pichler,11698,FINA2201,45,45,
Fall 2011,xyz,Ethics in Biological Research,0,2,Ronnee,Yashon,11698,BIOL6381,25,21,
Fall 2009,xyz,Music Theory 1,0,4,Evan,Johnson,11699,MUSC1201,19,16,
Fall 2009,xyz,Venture Creation and Entrepreneurial Finance,0,4,Dennis,Shaughnessy,11700,ENTR4501,40,23,
Fall 2009,xyz,Financial Reporting and Analysis 1,0,4,Michael,Cottrill,11711,ACCT3401,40,40,
Fall 2010,xyz,3D Foundation,0,4,Edwin,Andrews,11714,ARTF1124,18,18,
Fall 2009,xyz,Financial Accounting and Reporting,0,4,Brian,Hogan,11717,ACCT1201,40,39,
Fall 2009,xyz,Financial Accounting and Reporting,0,4,Yue,Zhang,11719,ACCT1201,40,39,
Fall 2010,xyz,Digital Audio Processing,0,4,Michael,Frengel,11723,MUST3421,14,9,
Fall 2009,xyz,Jazz,0,4,Emmett,Price,11724,MUSC1112,500,533,
Fall 2010,xyz,Business Systems Integration,0,4,Bruce,Russell,11726,MISM4501,19,10,
Fall 2010,xyz,Sociology of Boston,0,4,Wilfred,Holton,11727,SOCL1220,65,18,
Fall 2009,xyz,Calculus 1for Sci/Engr,0,4,Federico,Galetto,11731,MATH1341,35,31,
Fall 2009,xyz,Probability and Statistics,0,4,Samuel,Gutmann,11737,MATH3081,35,33,
Fall 2009,xyz,Probability and Statistics,0,4,Christopher,King,11741,MATH3081,35,32,
Fall 2010,xyz,Introduction to Japanese Pop Culture,0,4,Jennifer,Cullen,11742,CLTR1700,35,35,
Fall 2010,xyz,Advncd Wrtng in Discipline-SOL,0,4,Gwen,Bindas,11743,ENGL3301,19,19,
Fall 2009,xyz,Linear Algebra,0,4,Mark,Mixer,11744,MATH2331,35,31,
Fall 2009,xyz,Differential Equations and Linear Algebra for Engineering,0,4,Robert,Lupi,11750,MATH2341,65,62,
Fall 2010,xyz,History of World Architecture 1,0,4,Patrick,Haughey,11754,ARCH1310,40,35,
Fall 2010,xyz,Principles of Microeconomics,0,4,Sungwoo,Kim,11757,ECON1116,48,47,

Fall 2009,xyz,Introduction to French Culture,0,4,Walter,Gershuny,11763,CLTR1501,35,38,
Fall 2010,xyz,Lab for BIOL 1113,0,1,Aaron,Roth,11766,BIOL1114,19,19,
Fall 2010,xyz,Lab for BIOL 1111,0,1,Mary-Susan,Potts-Santone,11768,BIOL1112,19,19,
Fall 2011,xyz,Applied Probability and Stochastic Processes,0,4,Vinaykumar,Ingle,11770,EECE7204,40,30,
Fall 2010,xyz,Understanding the Bible,0,4,Nicole,Ruane,11774,RELS1150,40,36,
Fall 2009,xyz,Lab for BIOL 1111,0,1,Mary-Susan,Potts-Santone,11775,BIOL1112,19,19,
Fall 2010,xyz,Principles of Microeconomics,0,4,Zhongmin,Wang,11776,ECON1116,48,48,
Fall 2010,xyz,Lab for PHYS 1151,0,1,Colin,Rees,11777,PHYS1152,10,8,
Fall 2009,xyz,Statistics,0,4,Mykhaylo,Trubskyy,11779,ECON2350,49,43,
Fall 2010,xyz,Beginning Scuba,0,1,Daniel,Easa,11779,BIOL1105,16,16,
Fall 2010,xyz,College Writing,0,4,Asimina,Nikolopoulou,11781,ENGL1111,19,7,
Fall 2009,xyz,General Biology 1,0,4,Mary-Susan,Potts-Santone,11783,BIOL1111,300,288,
Fall 2009,xyz,Principles of Microeconomics,0,4,Megan,Gay,11785,ECON1116,49,49,
Fall 2009,xyz,Principles of Microeconomics,0,4,Sungwoo,Kim,11787,ECON1116,49,48,
Fall 2010,xyz,Interactive Learning Session for PHYS 1151,0,0,Christopher,Daly,11788,PHYS1153,35,18,
Fall 2009,xyz,Principles of Microeconomics,0,4,Yi,Zhang,11789,ECON1116,49,49,
Fall 2009,xyz,Principles of Microeconomics,0,4,Yi,Zhang,11791,ECON1116,49,49,
Fall 2010,xyz,4D Foundation,0,4,Julia,Hechtman,11792,ARTF2220,18,16,
Fall 2009,xyz,Principles of Microeconomics,0,4,Amarita,Natt,11795,ECON1116,49,46,
Fall 2009,xyz,Principles of Macroeconomics,0,4,Daniel,Greenfield,11796,ECON1115,49,47,
Fall 2009,xyz,Principles of Macroeconomics,0,4,Xiaoting,Hu,11797,ECON1115,49,47,
Fall 2009,xyz,Principles of Macroeconomics,0,4,Andre,Switala,11798,ECON1115,49,48,
Fall 2009,xyz,Principles of Macroeconomics,0,4,Andre,Switala,11799,ECON1115,49,48,
Fall 2009,xyz,Principles of Macroecon (HON),0,4,Peter,Simon,11800,ECON1115,49,49,

Fall 2009,xyz,Principles of Macroeconomics,0,4,Andrea,Germiniasi,11806,ECON1115,49,50,
Fall 2009,xyz,Lab for BIOL 1101,0,1,Joelle,Carlo,11810,BIOL1102,20,19,
Fall 2009,xyz,Lab for BIOL 1101,0,1,Joelle,Carlo,11812,BIOL1102,19,18,
Fall 2009,xyz,Principles of Biology 1,0,4,Joelle,Carlo,11815,BIOL1101,210,196,
Fall 2009,xyz,Comparative Politics,0,4,Marketa,Vavreckova,11823,POLS1155,90,87,
Fall 2010,xyz,Lab for PHYS 1155,0,1,Thomas,Hamrick,11826,PHYS1156,10,9,
Fall 2010,xyz,Intermediate German 2—BSIB,0,4,Diana,Erinna,11828,GRMN2202,18,4,


Fall 2009,xyz,Psychology of Language,0,4,Iris,Berent,11836,PSYC3464,75,71,

Fall 2009,xyz,Social Psychology,0,4,Amy,Szarkowski,11841,PSYC3402,75,74,
Fall 2009,xyz,Social Psychology,0,4,Karen,Spikes,11842,PSYC3402,76,76,
Fall 2009,xyz,Personality,0,4,Dawn,Cisewski,11843,PSYC3400,75,77,
Fall 2009,xyz,Statistics in Psychological Research,0,4,Daniel,Quinn,11845,PSYC2320,60,61,
Fall 2009,xyz,Foundations of Psychology,0,4,Christine,Williams,11846,PSYC1101,190,188,
Fall 2009,xyz,Foundations of Psychology,0,4,Dawn,Cisewski,11847,PSYC1101,190,189,
Fall 2009,xyz,Foundations of Psychology,0,4,Nancy,Snyder,11848,PSYC1101,100,79,
Fall 2009,xyz,Foundations of Psychology,0,4,Franklin,Naarendorp,11849,PSYC1101,190,188,
Fall 2009,xyz,Introduction to American History,0,4,Michael,Mezzano,11858,HIST1130,49,49,
Fall 2009,xyz,Introduction to Philosophy,0,4,Kerry,Dugan,11862,PHIL1101,38,39,
Fall 2009,xyz,Laboratory in Sensation and Perception,0,4,Adam,Reeves,11864,PSYC4622,19,18,
Fall 2009,xyz,Managerial Accounting,0,4,William,Bruns,11867,ACCT2301,50,55,
Fall 2009,xyz,Hypermedia,0,4,Erin,Genett,11877,MMST4400,15,15,
Fall 2009,xyz,Managerial Accounting,0,4,Udi,Hoitash,11904,ACCT2301,43,42,
Fall 2009,xyz,Managerial Accounting,0,4,William,Bruns,11905,ACCT2301,50,50,
Fall 2009,xyz,Managerial Accounting,0,4,Kimberly,Moreno,11906,ACCT2301,40,36,
Fall 2009,xyz,Managerial Accounting,0,4,Udi,Hoitash,11907,ACCT2301,40,40,
Fall 2009,xyz,Managerial Accounting,0,4,Marjorie,Platt,11908,ACCT2301,43,46,
Fall 2009,xyz,Lab for EECE 2322,0,1,David,Potter,11913,EECE2323,19,18,
Fall 2011,xyz,Business Analysis and Information Engineering,0,4,Tom,Fox,11918,INFO6215,35,24,
Fall 2009,xyz,Principles of Macroeconomics,0,4,Tess,Forsell,11940,ECON1115,49,48,
Fall 2009,xyz,Atlantic Connection,0,4,Sean,Delaney,11943,HIST1210,49,25,
Fall 2009,xyz,Interactive Learning Session for PHYS 1155,0,0,Alessandra,Credico,11944,PHYS1157,35,30,
Fall 2009,xyz,Interactive Learning Session for PHYS 1155,0,0,Christopher,Daly,11945,PHYS1157,35,31,
Fall 2009,xyz,Interactive Learning Session for PHYS 1155,0,0,Mohamed,El-Rayess,11948,PHYS1157,35,23,
Fall 2009,xyz,Beethoven,0,4,Mark,Kroll,11952,MUSC1116,36,34,
Fall 2009,xyz,Music Industry 2,0,4,Leon,Janikian,11953,MUSI1231,36,33,
Fall 2009,xyz,Growth and Decline of Cities and Suburbs,0,4,Chase,Billingham,11961,URBS2357,19,15,

Fall 2009,xyz,Interpreting the Day’s News,0,4,William,Kirtz,11981,JRNL1150,49,42,
Fall 2009,xyz,Financial Accounting and Reporting,0,4,Paul,Janell,11985,ACCT1201,40,41,
Fall 2009,xyz,Organizational Behavior,0,4,Marla,Baskerville,11990,ORGB3201,40,40,
Fall 2009,xyz,College Writing (HON),0,4,Carol,Ziemian,11998,ENGL1111,19,17,
Fall 2009,xyz,College Writing,0,4,Natalie,Tua'one,11999,ENGL1111,19,16,
Fall 2009,xyz,College Writing,0,4,Jefferson,Riordan,12002,ENGL1111,19,18,
Fall 2009,xyz,Calculus 3 for Sci/Engr (Hon),0,4,Robert,McOwen,12004,MATH2321,19,15,
Fall 2009,xyz,Animation Studio 3,0,4,Terrence,Masson,12011,ARTD4575,15,7,
Fall 2009,xyz,Interactive Foundation,0,4,Matthew,Rich,12013,ARTF2223,19,18,
Fall 2009,xyz,Calculus 3 for Sci/Engr (Hon),0,4,Robert,McOwen,12022,MATH2321,35,36,
Fall 2009,xyz,General Biology 2,0,4,Aaron,Roth,12023,BIOL1113,114,108,
Fall 2009,xyz,Lab for CHEM 2311,0,1,John,Bottomy,12030,CHEM2312,12,12,
Fall 2009,xyz,General Chemistry 2,0,4,Edward,Witten,12040,CHEM1214,87,93,
Fall 2010,xyz,Negotiations,0,3,Edward,Wertheim,12065,MGMT6214,35,29,
Fall 2009,xyz,Recitation for CHEM 1211,0,0,Geoffrey,Davies,12069,CHEM1213,30,30,
Fall 2009,xyz,Lab for BIOL 1111,0,1,Mary-Susan,Potts-Santone,12072,BIOL1112,19,19,
Fall 2009,xyz,Ordinary Differential Equations,0,4,Solomon,Jekel,12093,MATH2351,35,36,
Fall 2009,xyz,Global Markets and Local Culture,0,4,Jeffrey,Juris,12101,ANTH2305,65,52,
Fall 2009,xyz,Introduction to Law| Policy| and Society,0,4,Edward,Kammerer,12106,LPSC2301,48,43,
Fall 2009,xyz,Lab for BIOL 1111,0,1,Mary-Susan,Potts-Santone,12138,BIOL1112,24,24,
Fall 2009,xyz,Lab for BIOL 1111,0,1,Mary-Susan,Potts-Santone,12145,BIOL1112,19,19,
Fall 2009,xyz,Financial Risk Management,0,4,Anand,Venkateswaran,12159,FINA4512,40,40,
Fall 2009,xyz,Calculus and Differential Equations for Biology 1,0,4,Andrew,Keeley,12170,MATH1251,49,45,
Fall 2009,xyz,3D Foundation,0,4,Omer,Gagnon,12179,ARTF1124,18,18,
Fall 2009,xyz,Digital Audio Processing,0,4,Michael,Frengel,12188,MUST3421,14,7,
Fall 2009,xyz,Business Data Communications,0,4,Rajiv,Shridhar,12191,MISM3404,19,17,
Fall 2011,xyz,Analysis 1: Functions of One Variable,0,4,Solomon,Jekel,12198,MATH5101,25,14,
Fall 2009,xyz,General Chemistry for Engineers,0,4,Paul,DiMilla,12203,CHEM1151,114,108,
Fall 2009,xyz,Nutrition,0,4,Judith,Richman,12210,HSCI1105,60,62,
Fall 2009,xyz,Introduction to Japanese Pop Culture,0,4,Rei,Inouye,12216,CLTR1700,35,35,
Fall 2009,xyz,Principles of Organizational Communication,0,4,Alan,Zaremba,12237,COMM1231,28,28,

Fall 2009,xyz,Principles of Microeconomics,0,4,Yi,Zhang,12257,ECON1116,49,49,
Fall 2009,xyz,Lab for PHYS 1151,0,1,Peter,Mistark,12258,PHYS1152,10,9,
Fall 2009,xyz,College Writing,0,4,Amanda,Runyan,12262,ENGL1111,19,14,
Fall 2009,xyz,Typography 1,0,4,Mark,Laughlin,12296,ARTG2250,15,13,
Fall 2009,xyz,Drawing 1 Foundation,0,4,Jason,Polins,12306,ARTF1120,18,17,
Fall 2011,xyz,Biology Colloquium,0,1,Rebeca,Rosengaus,12310,BIOL5100,25,18,
Fall 2012,xyz,Calculus 2 for Science and Engineering,0,4,Alqi,Angjeli,12318,MATH1342,40,36,
Fall 2012,xyz,Video Tools,0,1,Janet,Gilmore,12339,ARTD2381,15,14,
Fall 2012,xyz,Food| Behavior| and Eating Disorders,0,4,Emily,Kales,12346,PSYC2306,75,75,
Fall 2009,xyz,Interpersonal Communication,0,4,Elise,Dallimore,12350,COMM3230,19,18,
Fall 2012,xyz,Modern Japan,0,4,Thomas,Havens,12352,HIST2351,30,22,
Fall 2012,xyz,Business Ethics,0,4,Kerry,Dugan,12353,PHIL1170,45,39,
Fall 2012,xyz,Income Tax Determination and Planning,0,4,Michaele,Morrow,12433,ACCT4414,35,38,
Fall 2012,xyz,Geographic Information Systems,0,4,Malcolm,Hill,12447,ENVR3300,38,38,
Fall 2012,xyz,Financial Management,0,4,Mark,Gooley,12484,FINA2209,60,55,
Fall 2012,xyz,Investments,0,4,Tunde,Kovacs,12486,FINA3303,40,43,
Fall 2012,xyz,Investments,0,4,Tunde,Kovacs,12487,FINA3303,40,42,
Fall 2012,xyz,Introduction to Marketing,0,4,Frederick,Wright,12526,MKTG2209,15,14,
Fall 2012,xyz,Organizational Behavior,0,4,Kirsten,Wever,12527,ORGB3209,60,59,
Fall 2012,xyz,Organizational Behavior,0,4,Kirsten,Wever,12528,ORGB3209,60,59,
Fall 2011,xyz,Intermediate German 1,0,4,Diana,Erinna,12538,GRMN2101,18,7,
Fall 2012,xyz,Co-op Work Experience-CS,0,0,Mark,Erickson,12538,COOP3945,9999,50,
Fall 2012,xyz,Introduction to Language and Linguistics,0,4,Christopher,Doty,12547,LING1150,19,18,
Fall 2011,xyz,Calculus 2 for Science and Engineering,0,4,Nizar,Zaarour,12548,MATH1342,35,39,
Fall 2012,xyz,Advanced Spanish 2,0,4,Maria,Brucato,12551,SPNS3102,18,7,
Fall 2012,xyz,East Asian Studies,0,4,Zachary,Scarlett,12552,ASNS1150,49,29,
