Fall 2009,xyz,Strategic Management and Leadership in Health Care,0,3,George,Moran,16292,PHTH5226,30,13,
Fall 2012,xyz,Jazz,0,4,Emmett,Price,16292,MUSC1112,600,599,
Fall 2012,xyz,ST: Cmpt Security| Vulnerabil.,0,4,Engin,Kirda,16296,EECE5698,30,17,
Fall 2012,xyz,Topics in Contemporary Issues,0,4,David,Rochefort,16304,HONR3343,19,19,
Fall 2012,xyz,Homeland Security| Resilience| and Policy,0,3,Stephen,Flynn,16310,POLS7341,25,17,
Fall 2011,xyz,Principles of Microeconomics,0,4,Nurul,Aman,16312,ECON1116,48,38,
Fall 2011,xyz,Principles of Macroeconomics,0,4,Daniel,Greenfield,16313,ECON1115,48,48,
Fall 2011,xyz,Foundations of Psychology(HON),0,4,James,Akula,16317,PSYC1101,40,40,
Fall 2010,xyz,Business Analysis and Information Engineering,0,4,Daniel,Maranan,16332,INFO6215,30,21,
Fall 2012,xyz,Soil Science,0,4,Daniel,Douglass,16334,ENVR5190,19,18,
Fall 2011,xyz,3D Foundation,0,4,Wendy,Jacob,16362,ARTF1124,18,17,
Fall 2011,xyz,3D Tools: Form Basics,0,1,Benjamin,Caras,16363,ARTF1125,18,19,
Fall 2010,xyz,College Writing—SOL (Speakers of Other Languages),0,4,Trudy,Stone,16378,ENGL1102,15,16,
Fall 2011,xyz,Calculus 1 for Science and Engineering,0,4,Priyavrat,Deshpande,16385,MATH1341,35,33,
Fall 2011,xyz,Calculus 1 for Science and Engineering,0,4,Dennis,Ledis,16389,MATH1341,35,31,
Fall 2012,xyz,Biostatistics in Public Health,0,3,Justin,Manjourides,16402,PHTH5210,40,10,
Fall 2011,xyz,Principles of Microeconomics,0,4,Jihoon,Lee,16406,ECON1116,48,47,
Fall 2012,xyz,Financial Management,0,4,Coleen,Pantalone,16423,FINA2209,15,15,
Fall 2012,xyz,Guitar Class,0,4,Robert,Ward,16434,MUSC1134,30,29,
Fall 2012,xyz,ST:LimitsonScientificKnowledge,0,4,Waleed,Meleis,16441,HONR3302,19,19,
Fall 2012,xyz,Programming for Games,0,4,Kevin,Dill,16447,GAME2150,15,11,
Fall 2012,xyz,Recitation for ECON 1116,0,0,Abdullah,Tirgil,16459,ECON1126,20,17,
Fall 2012,xyz,Recitation for ECON 1116,0,0,Abdullah,Tirgil,16460,ECON1126,20,13,
Fall 2012,xyz,High-Level Design of Hardware-Software Systems,0,4,Gunar,Schirner,16489,EECE7368,20,13,

Fall 2012,xyz,The Scope and Dynamics of Conflicts in Africa,0,4,Richard,Wamai,16516,AFRS2465,35,7,
Fall 2009,xyz,3D Foundation,0,4,Lauren,Kalman,16529,ARTF1124,18,17,
Fall 2009,xyz,3D Tools: Form Basics,0,1,Andrew,Bouchard,16530,ARTF1125,18,19,
Fall 2012,xyz,Introduction to Spanish Culture,0,4,Daniel,Voionmaa,16539,CLTR1504,19,19,
Fall 2012,xyz,Calculus 2 for Science and Engineering,0,4,John,Lindhe,16546,MATH1342,49,50,
Fall 2012,xyz,ST: Electric Sound,0,4,Dennis,Miller,16577,HONR1208,39,23,
Fall 2012,xyz,ST:Mkts| Govts &amp; Econ Justice,0,4,Stephen,Nathanson,16578,HONR1209,35,35,
Fall 2012,xyz,Co-op Work Experience,0,0,Elizabeth,Larson,16585,COOP3945,9999,35,
Fall 2012,xyz,Advanced Problems in Supply Chain Management,0,4,Gilbert,Nyaga,16587,SCHM4401,19,16,
Fall 2009,xyz,Psychobiology,0,4,Michele,Zee,16591,PSYC3458,73,45,
Fall 2011,xyz,Calculus 2 for Science and Engineering,0,4,John,Lindhe,16591,MATH1342,30,38,
Fall 2009,xyz,Psychobiology,0,4,Michele,Zee,16592,PSYC3458,75,64,
Fall 2009,xyz,Principles of Microeconomics,0,4,Ilter,Bakkal,16606,ECON1116,49,44,
Fall 2009,xyz,Directed Study,0,1 to 4,Kevin,Amorin,16660,CRIM7976,0,0,
Fall 2011,xyz,Interactive Learning Seminar for PHYS 1151,0,1,Anish,Mokashi,16688,PHYS1153,18,14,
Fall 2011,xyz,Interactive Learning Seminar for PHYS 1151,0,1,Yangpeng,Ou,16689,PHYS1153,18,13,
Fall 2012,xyz,Contemporary Issues in Nutrition,0,4,Rania,Mekary,16690,HSCI1106,60,36,
Fall 2009,xyz,Introduction to Language and Linguistics,0,4,Mary,Hughes,16691,LING1150,19,17,
Fall 2012,xyz,Business Ethics,0,4,Patricia,Illingworth,16694,PHIL1170,40,40,
Fall 2011,xyz,Interactive Learning Seminar for PHYS 1155,0,1,Younggil,Song,16695,PHYS1157,18,18,
Fall 2012,xyz,Financial Management,0,4,Ahmet,Kurt,16704,FINA2201,36,35,
Fall 2009,xyz,Lab for CHEM 1211,0,1,Edward,Witten,16717,CHEM1212,12,12,
Fall 2009,xyz,Lab for CHEM 1214,0,1,Edward,Witten,16727,CHEM1215,12,13,

Fall 2009,xyz,Directed Study,0,1 to 4,John,Engen,16793,HONR4992,0,0,
Fall 2009,xyz,Introductory Writing,0,4,Carol,Ziemian,16888,ENGL1110,15,10,
Fall 2012,xyz,Intensive Arabic 1,0,4,Shakir,Mustafa,16891,ARAB1701,12,3,
Fall 2009,xyz,Calculus 2 for Science and Engineering,0,4,Ilir,Toli,16896,MATH1342,19,19,
Fall 2012,xyz,Music as a Social Expression,0,4,Alessandra,Ciucci,16966,MUSC1103,36,33,
Fall 2012,xyz,College Writing—SOL (Speakers of Other Languages),0,4,Kara,Brown,16986,ENGL1102,15,15,

Spring 2011,xyz,Global Markets and Local Culture,0,4,Jeffrey,Juris,30004,ANTH2305,35,32,
Spring 2010,xyz,Global Markets and Local Culture,0,4,Jeffrey,Juris,30006,ANTH2305,49,48,
Spring 2011,xyz,College Writing—SOL (Speakers of Other Languages),0,4,Trudy,Stone,30006,ENGL1102,15,14,
Spring 2013,xyz,College Writing—SOL (Speakers of Other Languages),0,4,Jonathan,Benda,30006,ENGL1102,15,15,
Spring 2010,xyz,College Writing—SOL (Speakers of Other Languages),0,4,Matthew,Noonan,30017,ENGL1102,14,14,
Spring 2013,xyz,Wind Ensemble,0,1,Allen,Feinstein,30022,MUSC1907,49,25,
Spring 2012,xyz,Wind Ensemble,0,1,Allen,Feinstein,30025,MUSC1907,49,21,
Spring 2011,xyz,Wind Ensemble,0,1,Allen,Feinstein,30028,MUSC1907,49,29,
Spring 2013,xyz,Elementary French 2,0,4,Catherine,Dunand,30029,FRNH1102,18,12,
Spring 2013,xyz,Elementary French 1,0,4,Loiza,Miles,30030,FRNH1101,18,17,
Spring 2012,xyz,Differential Equations and Linear Algebra for Engineering,0,4,Robert,Lupi,30033,MATH2341,35,46,
Spring 2013,xyz,Financial Management,0,4,Tiantian,Gu,30034,FINA2201,40,41,
Spring 2010,xyz,Biology Capstone,0,4,Steven,Untersee,30036,BIOL4701,20,21,
Spring 2012,xyz,Financial Management,0,4,Dan,Provost,30043,FINA2201,40,40,
Spring 2013,xyz,Social Entrepreneurship,0,4,Dennis,Shaughnessy,30044,ENTR2206,60,57,
Spring 2012,xyz,Masterpieces of Spanish Literature: Eighteenth–Twentieth Century,0,4,Barbara,Corbett,30046,LITR4560,19,14,
Spring 2012,xyz,Electronic Music Ensemble,0,1,Michael,Frengel,30047,MUSC1916,19,4,
Spring 2013,xyz,Backgrounds of Chinese Culture,0,4,Zachary,Scarlett,30047,CLTR1500,35,32,
Spring 2010,xyz,Recitation for CHEM 1214,0,0,Thomas,Gilbert,30049,CHEM1216,30,27,
Spring 2013,xyz,Calculus 3 for Science and Engineering,0,4,Petar,Topalov,30051,MATH2321,49,55,
Spring 2011,xyz,Financial Management,0,4,Eliot,Sherman,30052,FINA2201,40,40,
Spring 2012,xyz,Backgrounds of Chinese Culture,0,4,Yan,Li,30058,CLTR1500,35,40,
Spring 2010,xyz,Calculus 1 for Science and Engineering,0,4,Federico,Galetto,30059,MATH1341,35,24,
Spring 2013,xyz,Statistics in Psychological Research,0,4,Mark,Halko,30059,PSYC2320,40,32,
Spring 2012,xyz,Adv Writing in Discipline,0,4,Kalo,Clarke,30061,ENGL3301,19,18,
Spring 2012,xyz,Calculus 3 for Science and Engineering,0,4,Marco,Rainho,30062,MATH2321,49,50,
Spring 2011,xyz,Social Entrepreneurship,0,4,Dennis,Shaughnessy,30066,ENTR2206,60,60,
Spring 2011,xyz,Calculus 3 for Science and Engineering,0,4,Yaping,Yang,30068,MATH2321,45,39,
Spring 2011,xyz,Backgrounds of Chinese Culture,0,4,Devon,Dear,30069,CLTR1500,35,36,

Spring 2011,xyz,Calculus 3 for Science and Engineering,0,4,David,Moser,30074,MATH2321,39,39,
Spring 2013,xyz,Lab for EECE 2322,0,1,Amir,Farhat,30074,EECE2323,20,20,
Spring 2012,xyz,Animation Tools,0,1,Andrew,Bouchard,30077,ARTD2371,18,14,
Spring 2011,xyz,Statistics in Psychological Research,0,4,Grayson,Kimball,30083,PSYC2320,40,40,
Spring 2011,xyz,Principles of Macroeconomics,0,4,Ilter,Bakkal,30087,ECON1115,48,48,
Spring 2011,xyz,Photography 1,0,4,Andrea,Raynor,30088,ARTD3460,18,16,
Spring 2010,xyz,Introduction to Marketing,0,4,Nancy,Upton,30089,MKTG2201,40,17,
Spring 2011,xyz,Animation Tools,0,1,Andrew,Bouchard,30090,ARTD2371,15,12,
Spring 2010,xyz,Global Climate Change,0,4,Daniel,Douglass,30091,ENVR1110,76,78,
Spring 2012,xyz,Intermediate French 2,0,4,Sali,Ziane,30095,FRNH2102,18,18,
Spring 2010,xyz,Financial Management,0,4,Joseph,Meador,30098,FINA2201,40,40,
Spring 2013,xyz,Recitation for CHEM 1214,0,0,Thomas,Gilbert,30103,CHEM1216,30,8,

Spring 2010,xyz,Seminar in Psycholinguistics,0,4,Harlan,Lane,30111,PSYC4658,20,15,
Spring 2013,xyz,Elementary Japanese 2,0,4,Matsuko,Levin,30111,JPNS1102,18,18,
Spring 2013,xyz,Elementary Japanese 1,0,4,Kumiko,Tsuji,30113,JPNS1101,18,17,
Spring 2013,xyz,Elementary Chinese 1,0,4,Jie,Li,30114,CHNS1101,18,6,
Spring 2013,xyz,Intermediate Chinese 2,0,4,Chia-Huei,Chang,30115,CHNS2102,18,15,
Spring 2012,xyz,Lab for CHEM 3403,0,1,David,Budil,30117,CHEM3404,19,15,
Spring 2013,xyz,Introduction to Japanese Pop Culture,0,4,Jennifer,Cullen,30119,CLTR1700,35,35,
Spring 2010,xyz,Social Entrepreneurship,0,4,Dennis,Shaughnessy,30122,ENTR2206,45,46,
Spring 2013,xyz,Interactive Tools,0,1,Alexander,Turnwall,30124,ARTF2224,20,20,
Spring 2010,xyz,Public Speaking,0,4,Sarah,Sinwell,30125,COMM1112,19,19,
Spring 2013,xyz,Color 1 Foundation,0,1,Sophia,Ainslie,30127,ARTF1102,20,20,
Spring 2013,xyz,3D Tools: Form Basics,0,1,Benjamin,Caras,30128,ARTF1125,20,9,
Spring 2013,xyz,3D Tools: Form Basics,0,1,Benjamin,Caras,30130,ARTF1125,20,17,
Spring 2012,xyz,Elementary Japanese 1,0,4,Matsuko,Levin,30132,JPNS1101,18,16,
Spring 2013,xyz,2D Tools: Imaging Basics,0,1,Elisabeth,Neville,30132,ARTF1123,16,15,
Spring 2012,xyz,Elementary German 1,0,4,Maren,Blanchard,30135,GRMN1101,18,15,
Spring 2013,xyz,Drawing 2 Foundation,0,4,Sophia,Ainslie,30135,ARTF1121,20,13,
Spring 2012,xyz,Elementary Italian 1,0,4,Riccardo,Binetti,30136,ITLN1101,18,18,
Spring 2011,xyz,Recitation for CHEM 1214,0,0,Christopher,Toher,30138,CHEM1216,30,23,
Spring 2012,xyz,Introduction to Japanese Pop Culture,0,4,Jennifer,Cullen,30138,CLTR1700,35,35,
Spring 2011,xyz,Lab for CHEM 1214,0,1,Edward,Witten,30139,CHEM1215,19,24,
Spring 2012,xyz,Backgrounds to English and American Literature,0,4,Guy,Rotella,30141,ENGL2100,49,48,
Spring 2012,xyz,Color 1 Foundation,0,1,Sophia,Ainslie,30144,ARTF1102,20,19,
Spring 2010,xyz,Statistics in Psychological Research,0,4,Grayson,Kimball,30145,PSYC2320,40,46,
Spring 2011,xyz,Elementary Japanese 1,0,4,Tomoko,Katayama,30147,JPNS1101,18,18,
Spring 2011,xyz,Elementary Japanese 2,0,4,Matsuko,Levin,30148,JPNS1102,18,15,
Spring 2012,xyz,3D Tools: Form Basics,0,1,Benjamin,Caras,30148,ARTF1125,20,14,
Spring 2011,xyz,Intermediate Japanese 2,0,4,Kumiko,Tsuji,30149,JPNS2102,18,9,
Spring 2012,xyz,3D Tools: Form Basics,0,1,Benjamin,Caras,30149,ARTF1125,20,20,
Spring 2013,xyz,Film Music,0,4,Matthew,McDonald,30149,MUSC1113,150,98,
Spring 2010,xyz,Principles of Macroeconomics,0,4,Yelena,Kuznetsov,30150,ECON1115,49,50,
Spring 2011,xyz,Elementary Japanese 1,0,4,Rei,Inouye,30150,JPNS1101,18,18,
Spring 2012,xyz,2D Tools: Imaging Basics,0,1,Elisabeth,Neville,30150,ARTF1123,16,16,
Spring 2012,xyz,2D Tools: Imaging Basics,0,1,Elisabeth,Neville,30151,ARTF1123,16,13,
Spring 2011,xyz,Intermediate Chinese 2,0,4,Hua,Dong,30152,CHNS2102,18,18,
Spring 2012,xyz,2D Tools: Imaging Basics,0,1,Elisabeth,Neville,30152,ARTF1123,16,18,
Spring 2011,xyz,Introduction to Japanese Pop Culture,0,4,Jennifer,Cullen,30156,CLTR1700,35,33,
Spring 2010,xyz,Animation Tools,0,1,Andrew,Bouchard,30157,ARTD2371,15,13,
Spring 2011,xyz,International Business and Global Social Responsibility,0,4,Elaine,Walker,30157,INTB1203,40,35,
Spring 2011,xyz,Interactive Tools,0,1,Seth,Merriam,30163,ARTF2224,19,18,
Spring 2011,xyz,3D Tools: Form Basics,0,1,Benjamin,Caras,30167,ARTF1125,19,9,
Spring 2011,xyz,3D Tools: Form Basics,0,1,Benjamin,Caras,30168,ARTF1125,19,15,
Spring 2010,xyz,Lab for EECE 2322,0,1,Octavia,Camps,30169,EECE2323,19,17,
Spring 2011,xyz,3D Tools: Form Basics,0,1,Benjamin,Caras,30169,ARTF1125,19,19,
Spring 2011,xyz,2D Tools: Imaging Basics,0,1,Elisabeth,Neville,30170,ARTF1123,19,22,
Spring 2011,xyz,2D Tools: Imaging Basics,0,1,Seth,Merriam,30171,ARTF1123,18,19,
Spring 2011,xyz,2D Tools: Imaging Basics,0,1,Elisabeth,Neville,30172,ARTF1123,18,18,
Spring 2012,xyz,Film Music,0,4,Matthew,McDonald,30172,MUSC1113,250,116,
Spring 2012,xyz,College Writing,0,4,Ellen,Noonan,30178,ENGL1111,15,7,
Spring 2010,xyz,Introduction to Arabic Culture,0,4,Shakir,Mustafa,30182,CLTR1150,35,33,
Spring 2012,xyz,Criminology,0,4,Laura,Gross,30191,CRIM2200,60,27,
Spring 2011,xyz,Film Music,0,4,Hubert,Ho,30194,MUSC1113,300,134,
Spring 2013,xyz,Elementary Spanish 2,0,4,Marcial,Flores,30200,SPNS1102,18,8,
Spring 2011,xyz,College Writing,0,4,Carolyn,Sirois,30202,ENGL1111,15,16,
Spring 2013,xyz,Elementary Russian 2,0,4,Ekaterina,Burvikova,30209,RSSN1102,18,10,
Spring 2010,xyz,Classical Rhetorical Theory,0,4,Michael,Hoppmann,30210,COMM2310,30,29,
Spring 2013,xyz,Elementary Russian 1,0,4,Ekaterina,Burvikova,30210,RSSN1101,18,17,
Spring 2013,xyz,Intermediate Japanese 1,0,4,Kumiko,Tsuji,30211,JPNS2101,18,7,
Spring 2013,xyz,Elementary Japanese 1,0,4,Rei,Inouye,30213,JPNS1101,18,18,
Spring 2013,xyz,Elementary Japanese 1,0,4,Rei,Inouye,30214,JPNS1101,18,16,
Spring 2013,xyz,Elementary German 2,0,4,Diana,Erinna,30227,GRMN1102,18,6,
Spring 2012,xyz,Elementary Spanish 1,0,4,Paul,Laplante,30231,SPNS1101,18,18,
Spring 2013,xyz,Intermediate French 1,0,4,Sali,Ziane,30233,FRNH2101,18,14,
Spring 2010,xyz,Lab for CHEM 1101,0,1,Edward,Witten,30238,CHEM1102,19,11,
Spring 2012,xyz,Elementary Japanese 2,0,4,Rei,Inouye,30239,JPNS1102,18,9,
Spring 2013,xyz,Elementary French 1,0,4,Loiza,Miles,30239,FRNH1101,18,16,
Spring 2010,xyz,Elementary Japanese 1,0,4,Tomoko,Katayama,30241,JPNS1101,18,6,
Spring 2013,xyz,Elementary Chinese 2,0,4,Hua,Dong,30243,CHNS1102,18,16,
Spring 2010,xyz,Elementary Japanese 1,0,4,Yuki,Sakurai,30244,JPNS1101,18,16,
Spring 2010,xyz,Elementary Chinese 1,0,4,Qinghong,Cai,30245,CHNS1101,18,16,

Spring 2013,xyz,Elementary Arabic 1,0,4,Shakir,Mustafa,30249,ARAB1101,18,11,
Spring 2010,xyz,Introduction to Japanese Pop Culture,0,4,Rei,Inouye,30250,CLTR1700,35,35,
Spring 2010,xyz,Topics in Research and Inquiry: Focus on Analysis,0,4,Jeffrey,Burds,30255,HONR3302,19,11,
Spring 2012,xyz,Intermediate German 1,0,4,Maren,Blanchard,30255,GRMN2101,18,6,
Spring 2010,xyz,General Chemistry for Health Sciences,0,4,Ken,Chung,30256,CHEM1101,114,26,
Spring 2013,xyz,Lab for ENVR 4106,0,1,Peter,Rosen,30258,ENVR4107,19,9,
Spring 2013,xyz,Coastal Processes,0,4,Peter,Rosen,30259,ENVR4106,19,9,
Spring 2011,xyz,Intermediate Japanese 1,0,4,Rei,Inouye,30262,JPNS2101,18,10,
Spring 2010,xyz,3D Tools: Form Basics,0,1,Benjamin,Caras,30263,ARTF1125,19,14,
Spring 2012,xyz,Intermediate French 1,0,4,Sali,Ziane,30264,FRNH2101,18,18,
Spring 2010,xyz,3D Tools: Form Basics,0,1,Benjamin,Caras,30265,ARTF1125,19,18,
Spring 2011,xyz,Elementary Japanese 1,0,4,Rei,Inouye,30265,JPNS1101,18,18,
Spring 2010,xyz,2D Tools: Imaging Basics,0,1,Seth,Merriam,30266,ARTF1123,19,23,
Spring 2010,xyz,2D Tools: Imaging Basics,0,1,Seth,Merriam,30267,ARTF1123,19,20,
Spring 2012,xyz,Elementary French 1,0,4,Catherine,Dunand,30267,FRNH1101,18,18,
Spring 2010,xyz,2D Tools: Imaging Basics,0,1,Seth,Merriam,30268,ARTF1123,19,20,
Spring 2011,xyz,Elementary Italian 2,0,4,Charlene,Palladino,30269,ITLN1102,18,17,
Spring 2013,xyz,Financial Accounting and Reporting,0,4,Peggy,O'Kelly,30272,ACCT1201,40,40,
Spring 2011,xyz,Elementary Italian 1,0,4,Charlene,Palladino,30273,ITLN1101,18,17,
Spring 2012,xyz,Elementary Chinese 2,0,4,Hua,Dong,30273,CHNS1102,18,18,
Spring 2013,xyz,Dif Eq &amp; Lin Alg fr Engr (HON),0,4,Robert,Lupi,30275,MATH2341,30,31,
Spring 2013,xyz,Calculus 2 for Science and Engineering,0,4,Dylan,Rupel,30276,MATH1342,49,40,
Spring 2010,xyz,Innovation!,0,4,Gordon,Adomdza,30278,ENTR1204,40,39,
Spring 2013,xyz,Survey of the Still and Moving Image,0,4,William,Kaizen,30279,ARTH2212,24,24,
Spring 2012,xyz,Elementary Arabic 1,0,4,Muna,Bruce,30281,ARAB1101,18,8,
Spring 2012,xyz,Oceans and Coasts,0,4,Peter,Rosen,30289,ENVR1120,114,87,
Spring 2012,xyz,Lab for ENVR 4106,0,1,Peter,Rosen,30290,ENVR4107,19,19,
Spring 2011,xyz,Elementary French 1,0,4,Catherine,Dunand,30291,FRNH1101,18,18,
Spring 2012,xyz,Coastal Processes,0,4,Peter,Rosen,30291,ENVR4106,19,19,
Spring 2010,xyz,Financial Accounting and Reporting,0,4,Michaele,Morrow,30292,ACCT1201,40,40,
Spring 2011,xyz,Elementary French 1,0,4,Michele,Danh,30293,FRNH1101,18,18,
Spring 2013,xyz,Developmental Psychology,0,4,Christina,Crowe,30293,PSYC3404,75,75,
Spring 2010,xyz,Film Music,0,4,Matthew,McDonald,30294,MUSC1113,300,300,
Spring 2013,xyz,Lab for ENVR 3300,0,1,Malcolm,Hill,30295,ENVR3301,21,20,
Spring 2013,xyz,Lab for BIOL 1111,0,1,Aaron,Roth,30298,BIOL1112,19,19,
Spring 2011,xyz,Elementary Chinese 1,0,4,Qinghong,Cai,30302,CHNS1101,18,11,
Spring 2012,xyz,Marketing Communications in the New Millennium,0,4,Susan,Sieloff,30302,MKTG4504,40,39,
Spring 2011,xyz,Intermediate Arabic 1,0,4,Shakir,Mustafa,30303,ARAB2101,18,10,

Spring 2012,xyz,Financial Management,0,4,Richard,IV,30304,FINA2201,40,40,
Spring 2013,xyz,General Biology 1,0,4,Aaron,Roth,30306,BIOL1111,195,112,
Spring 2012,xyz,Dif Eq &amp; Lin Alg fr Engr (HON),0,4,Robert,McOwen,30308,MATH2341,30,19,
Spring 2011,xyz,Recitation for CHEM 1214,0,0,Christopher,Toher,30309,CHEM1216,30,10,
Spring 2012,xyz,Calculus 2 for Science and Engineering,0,4,Maxim,Braverman,30309,MATH1342,35,34,
Spring 2013,xyz,Dynamic Earth,0,4,Daniel,Douglass,30314,ENVR1200,66,66,
Spring 2013,xyz,Interactive Learning Seminar for PHYS 1155,0,1,Ozgur,Yavuzcetin,30315,PHYS1157,18,20,
Spring 2013,xyz,Natural Disasters and Catastrophes,0,4,Jennifer,Cole,30316,ENVR1104,315,163,
Spring 2011,xyz,Oceans and Coasts,0,4,Peter,Rosen,30317,ENVR1120,114,106,
Spring 2013,xyz,Group Theory,0,4,Anthony,Iarrobino,30317,MATH3175,25,21,
Spring 2011,xyz,Lab for ENVR 4106,0,1,Peter,Rosen,30318,ENVR4107,19,17,
Spring 2011,xyz,Coastal Processes,0,4,Peter,Rosen,30319,ENVR4106,19,17,
Spring 2013,xyz,Principles of Macroeconomics,0,4,Jihoon,Lee,30319,ECON1115,48,33,
Spring 2013,xyz,Calculus for Business and Economics,0,4,Sumi,Seo,30322,MATH1231,40,36,
Spring 2010,xyz,4D Foundation,0,4,Julia,Hechtman,30327,ARTF2220,19,19,
Spring 2011,xyz,Business Statistics,0,4,Nizar,Zaarour,30332,MGSC1201,40,39,
Spring 2011,xyz,Financial Management,0,4,Richard,IV,30335,FINA2201,40,39,
Spring 2011,xyz,Calculus 2 for Science and Engineering,0,4,Donald,King,30340,MATH1342,35,36,
Spring 2012,xyz,Lab for ENVR 3300,0,1,Malcolm,Hill,30340,ENVR3301,19,19,
Spring 2012,xyz,Lab for BIOL 1111,0,1,Aaron,Roth,30341,BIOL1112,19,19,
Spring 2012,xyz,Lab for BIOL 1111,0,1,Aaron,Roth,30343,BIOL1112,19,19,
Spring 2013,xyz,Planning for Growth Ventures,0,4,Robert,Lentz,30345,ENTR4501,40,36,
Spring 2013,xyz,Calculus 2 for Science and Engineering,0,4,Sumi,Seo,30346,MATH1342,49,37,
Spring 2013,xyz,Calculus 2 for Science and Engineering,0,4,Sumi,Seo,30347,MATH1342,49,45,
Spring 2013,xyz,Calculus 2 for Science and Engineering,0,4,John,Lindhe,30348,MATH1342,49,48,
Spring 2013,xyz,Financial Management,0,4,Miriam,Ziv,30351,FINA2201,40,40,
Spring 2012,xyz,Lab for BIOL 1111,0,1,Aaron,Roth,30352,BIOL1112,19,15,
Spring 2012,xyz,General Biology 1,0,4,Aaron,Roth,30353,BIOL1111,195,126,
Spring 2013,xyz,Public Speaking,0,4,Carleton,Gholz,30353,COMM1112,19,19,
Spring 2010,xyz,Elementary ASL 1,0,4,Paul,Schreyer,30354,AMSL1101,18,12,
Spring 2012,xyz,Recitation for POLS 1155,0,0,Christopher,Cunningham,30356,POLS1156,15,14,
Spring 2011,xyz,Introduction to Philosophy,0,4,Peter,Marton,30359,PHIL1101,40,35,
Spring 2012,xyz,Interpreting Earth History,0,1,Richard,Bailey,30360,ENVR1203,40,23,
Spring 2012,xyz,History of Earth and Life,0,4,Richard,Bailey,30361,ENVR1202,114,56,
Spring 2013,xyz,Lab for PHYS 1151,0,1,Longhai,Lai,30361,PHYS1152,10,9,
Spring 2012,xyz,Dynamic Earth,0,4,Daniel,Douglass,30363,ENVR1200,66,66,
Spring 2010,xyz,Intermediate Spanish 1,0,4,Tania,Loureiro,30364,SPNS2101,18,18,
Spring 2012,xyz,Natural Disasters and Catastrophes,0,4,Jennifer,Cole,30365,ENVR1104,315,195,
Spring 2013,xyz,Lab for PHYS 1151,0,1,Michelle,Jamer,30365,PHYS1152,10,9,
Spring 2012,xyz,Group Theory,0,4,Anthony,Iarrobino,30366,MATH3175,19,19,
Spring 2010,xyz,Elementary Spanish 2,0,4,Marcial,Flores,30367,SPNS1102,18,18,
Spring 2012,xyz,Principles of Macroeconomics,0,4,Andrew,Sum,30368,ECON1115,200,200,
Spring 2013,xyz,Lab for PHYS 1151,0,1,Mitchell,Lawrence,30372,PHYS1152,10,8,
Spring 2011,xyz,Lab for ENVR 3300,0,1,Cynthia,Adom,30379,ENVR3301,19,19,
Spring 2012,xyz,Lab for PHYS 1147,0,1,Colin,Rees,30379,PHYS1148,10,10,
Spring 2010,xyz,Intermediate Japanese 1,0,4,Matsuko,Levin,30380,JPNS2101,18,7,
Spring 2013,xyz,Lab for PHYS 1151,0,1,Robert,Henley,30380,PHYS1152,10,10,
Spring 2010,xyz,Elementary Japanese 2,0,4,Matsuko,Levin,30381,JPNS1102,18,19,
Spring 2012,xyz,Lab for PHYS 1147,0,1,Andrew,Taylor,30381,PHYS1148,10,10,
Spring 2013,xyz,Lab for PHYS 1151,0,1,Daniel,Branagan,30382,PHYS1152,10,7,
Spring 2010,xyz,Elementary Japanese 1,0,4,Rei,Inouye,30383,JPNS1101,18,16,
Spring 2011,xyz,Lab for BIOL 1111,0,1,Aaron,Roth,30384,BIOL1112,19,17,
Spring 2010,xyz,Elementary Italian 2,0,4,Romina,Crociani,30389,ITLN1102,18,12,
Spring 2012,xyz,Lab for BIOL 2301,0,1,Erin,Cram,30389,BIOL2302,19,16,
Spring 2010,xyz,Elementary Italian 1,0,4,Charlene,Palladino,30392,ITLN1101,18,19,
Spring 2010,xyz,Elementary Italian 1,0,4,Charlene,Palladino,30393,ITLN1101,18,17,
Spring 2013,xyz,Lab for PHYS 1145,0,1,Christopher,Lane,30394,PHYS1146,10,10,
Spring 2010,xyz,Elementary Hebrew 1,0,4,Rachel,Naamad,30396,HBRW1101,18,7,
Spring 2011,xyz,General Biology 1,0,4,Aaron,Roth,30396,BIOL1111,195,163,
Spring 2012,xyz,Planning for Growth Ventures,0,4,Frederick,Crane,30396,ENTR4501,40,35,
Spring 2012,xyz,Calculus 2 for Science and Engineering,0,4,Bogume,Jang,30397,MATH1342,35,41,
Spring 2012,xyz,Calculus 2 for Science and Engineering,0,4,David,Massey,30398,MATH1342,40,55,
Spring 2012,xyz,Calculus 2 for Science and Engineering,0,4,Ryan,Kinser,30399,MATH1342,49,49,
Spring 2013,xyz,Lab for PHYS 1145,0,1,Apichart,Hortiangtham,30399,PHYS1146,10,10,
Spring 2010,xyz,Elementary German 1,0,4,Sermin,Muctehitzade,30401,GRMN1101,18,17,

Spring 2013,xyz,Lab for PHYS 1145,0,1,Ran,Huo,30401,PHYS1146,10,10,
Spring 2013,xyz,Lab for PHYS 1145,0,1,David,Francescone,30402,PHYS1146,10,10,
Spring 2010,xyz,Contemporary China,0,4,James,Bradford,30403,HIST1254,49,20,
Spring 2012,xyz,Financial Management,0,4,Richard,IV,30403,FINA2201,40,27,
Spring 2011,xyz,Interpreting Earth History,0,1,Richard,Bailey,30405,ENVR1203,40,37,
Spring 2011,xyz,History of Earth and Life,0,4,Richard,Bailey,30406,ENVR1202,114,87,
