Fall 2009,BSIS Information Science,Fall 2005 Semester,UG,Eligible to Register,13768033
Fall 2009,BS Comp Sci/Business Admin,Fall 2007 Semester,UG,Eligible to Register,14010194
Fall 2009,BS Comp Science/Mathematics,Fall 2008 Semester,UG,Eligible to Register,13926982
Fall 2009,BSCS Computer Science,Fall 2008 Semester,UG,Eligible to Register,13949649
Fall 2009,BS/MS Computer Science,Fall 2006 Semester,UG,Eligible to Register,14529178
Fall 2009,BSCS Computer Science,Fall 2008 Semester,UG,Eligible to Register,13654060
Fall 2009,BS Comp Science/Mathematics,Fall 2007 Semester,UG,Eligible to Register,14013320
Fall 2009,BSCS Computer Science,Fall 2006 Semester,UG,Eligible to Register,14553820
Fall 2009,BSCS Computer Science,Fall 2007 Semester,UG,Eligible to Register,14001818
Fall 2009,BSCS Computer Science,Fall 2008 Semester,UG,Eligible to Register,13911337
Fall 2009,BSCS Computer Science,Fall 2005 Semester,UG,Eligible to Register,13767970
Fall 2009,BS/MS Computer Science,Fall 2006 Semester,UG,Eligible to Register,14554309
Fall 2009,BS Computer Sci/Game Design,Fall 2008 Semester,UG,Eligible to Register,13930594
Fall 2009,BSCS Computer Science,Fall 2004 Semester,UG,Eligible to Register,13743574
Fall 2009,BS Comp Science/Info Science,Fall 2006 Semester,UG,Eligible to Register,14554749
Fall 2009,BS Comp Science/Cognitive Psy,Fall 2008 Semester,UG,Eligible to Register,13930673
Fall 2009,BS Comp Science/Cognitive Psy,Fall 2007 Semester,UG,Eligible to Register,13995040
Fall 2009,BS Comp Science/Info Science,Fall 2006 Semester,UG,Eligible to Register,14561572
Fall 2009,BS Comp Sci and Digital Art,Fall 2008 Semester,UG,Eligible to Register,13630627
Fall 2009,BS Comp Sci/Music-Music Tech,Fall 2008 Semester,UG,Eligible to Register,13931384
Fall 2009,BS Comp Science/Cognitive Psy,Fall 2007 Semester,UG,Eligible to Register,14016112
Fall 2009,BS Comp Sci/Business Admin,Fall 2008 Semester,UG,Eligible to Register,13874441
Fall 2009,BSCS Computer Science,Fall 2007 Semester,UG,Eligible to Register,14009715
Fall 2009,BSCS Computer Science,Fall 2007 Semester,UG,Eligible to Register,14044716
Fall 2009,BS Comp Science/Cognitive Psy,Fall 2007 Semester,UG,Eligible to Register,13994995
Fall 2009,BS Comp Science/Cognitive Psy,Fall 2008 Semester,UG,Eligible to Register,13882995
Fall 2009,BSCS Computer Science,Fall 2007 Semester,UG,Eligible to Register,14012278
Fall 2009,BS Computer Sci/Game Design,Fall 2008 Semester,UG,Eligible to Register,13631189
Fall 2009,BSCS Computer Science,Fall 2007 Semester,UG,Eligible to Register,14045089
Fall 2009,BS Comp Sci/Multimedia Studies,Fall 2008 Semester,UG,Eligible to Register,13888852
Fall 2009,BS Comp Sci/Business Admin,Spring 2009 Semester,UG,Eligible to Register,13876947
Fall 2009,BSCS Computer Science,Spring 2008 Semester,UG,Eligible to Register,13976458
Fall 2009,MSCS Computer Science,Fall 2006 Semester,GR,Eligible to Register,13754541
Fall 2009,MSCS Computer Science,Fall 2007 Semester,GR,Eligible to Register,13679088
Fall 2009,MSCS Computer Science,Fall 2007 Semester,GR,Eligible to Register,14067155
Fall 2009,MSCS Computer Science,Fall 2007 Semester,GR,Eligible to Register,14070560
Fall 2009,MSCS Computer Science,Fall 2008 Semester,GR,Eligible to Register,13627475
