Fall 2009,xyz,Band,0,1,Demetrius,Spaneas,11166,MUSC1905,49,1,36,
Fall 2009,xyz,Beethoven,0,4,Mark,Kroll,11952,MUSC1116,36,1,34,
Fall 2009,xyz,Business Data Communications,0,4,Rajiv,Shridhar,12191,MISM3404,19,0,17,
Fall 2009,xyz,Business Statistics,0,4,Grigorios,Livanis,11562,MGSC1201,40,0,40,
Fall 2009,xyz,Business Statistics,0,4,Mohamed,Habibullah,11563,MGSC1201,40,0,39,
Fall 2009,xyz,Business Statistics,0,4,Pieter,VanderWerf,11565,MGSC1201,40,0,40,
Fall 2009,xyz,Business Statistics,0,4,Samer,Balbaky,11560,MGSC1201,52,0,51,
Fall 2009,xyz,Calculus 1,0,4,Matior,Rahman,10231,MATH1241,35,0,33,
Fall 2009,xyz,Calculus 1,0,4,Shih-Wei,Yang,11630,MATH1241,35,0,37,
Fall 2009,xyz,Calculus 1 for Science and Engineering,0,4,Aidong,Ding,11210,MATH1341,35,2,22,
Fall 2009,xyz,Calculus 1 for Science and Engineering,0,4,Aidong,Ding,11678,MATH1341,32,2,24,
Fall 2009,xyz,Calculus 1 for Science and Engineering,0,4,Arthur,Weiss,10219,MATH1341,35,3,34,
Fall 2009,xyz,Calculus 1 for Science and Engineering,0,4,Ilir,Toli,16215,MATH1341,32,3,27,
Fall 2009,xyz,Calculus 1 for Science and Engineering,0,4,Nizar,Zaarour,16216,MATH1341,35,2,33,
Fall 2009,xyz,Calculus 1 for Science and Engineering,0,4,Petar,Topalov,10724,MATH1341,35,1,33,
Fall 2009,xyz,Calculus 1 for Science and Engineering,0,4,Petar,Topalov,11043,MATH1341,35,5,36,
Fall 2009,xyz,Calculus 1 for Science and Engineering,0,4,Robert,Case,11679,MATH1341,35,2,35,
Fall 2009,xyz,Calculus 1 for Science and Engineering,0,4,Solomon,Jekel,11674,MATH1341,35,5,36,
Fall 2009,xyz,Calculus 1for Sci/Engr,0,4,Federico,Galetto,11731,MATH1341,35,1,31,
Fall 2009,xyz,Calculus 2 for Science and Engineering,0,4,Ilir,Toli,16896,MATH1342,19,3,19,
Fall 2009,xyz,Calculus 2 for Science and Engineering,0,4,Jayant,Shah,11209,MATH1342,19,8,29,
Fall 2009,xyz,Calculus 2 for Science and Engineering,0,4,Oleksandr,Foksha,15084,MATH1342,19,2,18,
Fall 2009,xyz,Calculus 2 for Science and Engineering,0,4,Piper,Harron,16275,MATH1342,35,1,35,
Fall 2009,xyz,Calculus 2 for Science and Engineering,0,4,Robert,Lupi,11014,MATH1342,35,4,34,
Fall 2009,xyz,Calculus 2 for Sci/Engr (Hon),0,4,Kavita,Sutar-Deshpande,10722,MATH1342,35,1,35,
Fall 2009,xyz,Calculus 3 for Science and Engineering,0,4,Stanislav,Dubrovskiy,11196,MATH2321,69,1,64,
Fall 2009,xyz,Calculus 3 for Science and Engineering,0,4,Terence,Gaffney,11110,MATH2321,69,3,73,
Fall 2009,xyz,Calculus 3 for Sci/Engr (Hon),0,4,Robert,McOwen,12004,MATH2321,19,1,15,
Fall 2009,xyz,Calculus 3 for Sci/Engr (Hon),0,4,Robert,McOwen,12022,MATH2321,35,0,36,
Fall 2009,xyz,Calculus and Differential Equations for Biology 1,0,4,Andrew,Keeley,12170,MATH1251,49,0,45,
Fall 2009,xyz,Calculus for Business and Economics,0,4,John,Lindhe,11177,MATH1231,35,0,35,
Fall 2009,xyz,Calculus for Business and Economics,0,4,Rajini,Jesudason,15859,MATH1231,35,1,19,
Fall 2009,xyz,Calculus for Business and Economics,0,4,Rekha,Bai,11178,MATH1231,35,0,32,
Fall 2009,xyz,Cervantes and His Times,0,4,Stephen,Sadow,10374,LITR3502,35,0,18,
Fall 2009,xyz,Chorus,0,1,Joshua,Jacobson,11167,MUSC1904,100,1,51,
Fall 2009,xyz,College Writing,0,4,Amanda,Runyan,12262,ENGL1111,19,11,14,
Fall 2009,xyz,College Writing,0,4,David,Ober,10896,ENGL1111,19,2,18,
Fall 2009,xyz,College Writing,0,4,Emily,Artiano,11353,ENGL1111,19,1,18,
Fall 2009,xyz,College Writing,0,4,Erica,Zilleruelo,11413,ENGL1111,19,1,19,
Fall 2009,xyz,College Writing,0,4,Genie,Giaimo,11361,ENGL1111,19,1,18,
Fall 2009,xyz,College Writing,0,4,Jefferson,Riordan,12002,ENGL1111,19,11,18,
Fall 2009,xyz,College Writing,0,4,Jenna,Sciuto,11061,ENGL1111,19,11,18,
Fall 2009,xyz,College Writing,0,4,Jennifer,Bankard,11412,ENGL1111,19,1,18,
Fall 2009,xyz,College Writing,0,4,Jessica,Nelson,11408,ENGL1111,19,1,19,
Fall 2009,xyz,College Writing,0,4,Kara,Brown,11398,ENGL1111,19,1,19,
Fall 2009,xyz,College Writing,0,4,Natalie,Tua'one,11999,ENGL1111,19,8,16,
Fall 2009,xyz,College Writing,0,4,Patricia,Sullivan,11423,ENGL1111,19,2,19,
Fall 2009,xyz,College Writing,0,4,Sandra,Clyne,11405,ENGL1111,19,1,19,
Fall 2009,xyz,College Writing,0,4,Shannon,Garner-Balandrin,11416,ENGL1111,19,1,18,
Fall 2009,xyz,College Writing,0,4,Tabitha,Kenlon,11344,ENGL1111,19,2,18,
Fall 2009,xyz,College Writing,0,4,Victoria,Papa,10894,ENGL1111,19,10,19,
Fall 2009,xyz,College Writing (HON),0,4,Carol,Ziemian,11041,ENGL1111,19,2,6,
Fall 2009,xyz,College Writing (HON),0,4,Carol,Ziemian,11998,ENGL1111,19,1,17,
Fall 2009,xyz,College Writing (HON),0,4,Jennifer,Martin,10134,ENGL1111,19,2,12,
Fall 2009,xyz,College Writing—SOL (Speakers of Other Languages),0,4,Mary,Annas,10903,ENGL1102,15,1,15,
Fall 2009,xyz,College Writing—SOL (Speakers of Other Languages),0,4,Sandra,Clyne,10905,ENGL1102,15,1,15,
